,date,race,id
2974,2018-04-20,White,1105
2976,2018-04-21,Black,1328
2978,2018-04-21,Latinx,877
2979,2018-04-21,White,1088
2981,2018-04-22,Black,1328
2983,2018-04-22,Latinx,878
2984,2018-04-22,White,1090
2986,2018-04-23,Black,1328
2988,2018-04-23,Latinx,878
2989,2018-04-23,White,1090
2991,2018-04-24,Black,1331
2993,2018-04-24,Latinx,873
2994,2018-04-24,White,1084
2996,2018-04-25,Black,1339
2998,2018-04-25,Latinx,876
2999,2018-04-25,White,1094
3001,2018-04-26,Black,1341
3003,2018-04-26,Latinx,875
3004,2018-04-26,White,1103
3006,2018-04-27,Black,1349
3008,2018-04-27,Latinx,872
3009,2018-04-27,White,1098
3011,2018-04-28,Black,1341
3013,2018-04-28,Latinx,871
3014,2018-04-28,White,1083
3016,2018-04-29,Black,1341
3018,2018-04-29,Latinx,871
3019,2018-04-29,White,1083
3021,2018-04-30,Black,1340
3023,2018-04-30,Latinx,871
3024,2018-04-30,White,1084
3026,2018-05-01,Black,1331
3028,2018-05-01,Latinx,878
3029,2018-05-01,White,1085
3031,2018-05-02,Black,1344
3033,2018-05-02,Latinx,893
3034,2018-05-02,White,1077
3036,2018-05-03,Black,1341
3038,2018-05-03,Latinx,885
3039,2018-05-03,White,1077
3041,2018-05-04,Black,1352
3043,2018-05-04,Latinx,894
3044,2018-05-04,White,1073
3046,2018-05-05,Black,1344
3048,2018-05-05,Latinx,883
3049,2018-05-05,White,1069
3051,2018-05-06,Black,1344
3053,2018-05-06,Latinx,882
3054,2018-05-06,White,1072
3056,2018-05-07,Black,1344
3058,2018-05-07,Latinx,882
3059,2018-05-07,White,1074
3061,2018-05-08,Black,1355
3063,2018-05-08,Latinx,883
3064,2018-05-08,White,1072
3066,2018-05-09,Black,1350
3068,2018-05-09,Latinx,871
3069,2018-05-09,White,1083
3071,2018-05-10,Black,1354
3073,2018-05-10,Latinx,876
3074,2018-05-10,White,1088
3076,2018-05-11,Black,1355
3078,2018-05-11,Latinx,866
3079,2018-05-11,White,1095
3081,2018-05-12,Black,1341
3083,2018-05-12,Latinx,865
3084,2018-05-12,White,1080
3086,2018-05-13,Black,1338
3088,2018-05-13,Latinx,867
3089,2018-05-13,White,1080
3091,2018-05-14,Black,1338
3093,2018-05-14,Latinx,867
3094,2018-05-14,White,1082
3096,2018-05-15,Black,1342
3098,2018-05-15,Latinx,866
3099,2018-05-15,White,1079
3101,2018-05-16,Black,1353
3103,2018-05-16,Latinx,866
3104,2018-05-16,White,1078
3106,2018-05-17,Black,1352
3108,2018-05-17,Latinx,863
3109,2018-05-17,White,1078
3111,2018-05-18,Black,1351
3113,2018-05-18,Latinx,864
3114,2018-05-18,White,1071
3116,2018-05-19,Black,1350
3118,2018-05-19,Latinx,862
3119,2018-05-19,White,1058
3121,2018-05-20,Black,1350
3123,2018-05-20,Latinx,861
3124,2018-05-20,White,1060
3126,2018-05-21,Black,1348
3128,2018-05-21,Latinx,858
3129,2018-05-21,White,1058
3131,2018-05-22,Black,1346
3133,2018-05-22,Latinx,872
3134,2018-05-22,White,1074
3136,2018-05-23,Black,1350
3138,2018-05-23,Latinx,873
3139,2018-05-23,White,1070
3141,2018-05-24,Black,1358
3143,2018-05-24,Latinx,872
3144,2018-05-24,White,1059
3146,2018-05-25,Black,1366
3148,2018-05-25,Latinx,878
3149,2018-05-25,White,1062
3151,2018-05-26,Black,1354
3153,2018-05-26,Latinx,885
3154,2018-05-26,White,1057
3156,2018-05-27,Black,1355
3158,2018-05-27,Latinx,885
3159,2018-05-27,White,1058
3161,2018-05-28,Black,1355
3163,2018-05-28,Latinx,885
3164,2018-05-28,White,1059
3166,2018-05-29,Black,1336
3168,2018-05-29,Latinx,877
3169,2018-05-29,White,1057
3171,2018-05-30,Black,1383
3173,2018-05-30,Latinx,893
3174,2018-05-30,White,1075
3176,2018-05-31,Black,1389
3178,2018-05-31,Latinx,900
3179,2018-05-31,White,1069
3181,2018-06-01,Black,1390
3183,2018-06-01,Latinx,897
3184,2018-06-01,White,1076
3186,2018-06-02,Black,1370
3188,2018-06-02,Latinx,894
3189,2018-06-02,White,1082
3191,2018-06-03,Black,1370
3193,2018-06-03,Latinx,894
3194,2018-06-03,White,1087
3196,2018-06-04,Black,1371
3198,2018-06-04,Latinx,894
3199,2018-06-04,White,1089
3201,2018-06-06,Black,1380
3203,2018-06-06,Latinx,898
3204,2018-06-06,White,1070
3206,2018-06-07,Black,1371
3208,2018-06-07,Latinx,891
3209,2018-06-07,White,1067
3211,2018-06-08,Black,1362
3213,2018-06-08,Latinx,880
3214,2018-06-08,White,1064
3216,2018-06-09,Black,1358
3218,2018-06-09,Latinx,873
3219,2018-06-09,White,1066
3221,2018-06-10,Black,1359
3223,2018-06-10,Latinx,873
3224,2018-06-10,White,1068
3226,2018-06-11,Black,1358
3228,2018-06-11,Latinx,872
3229,2018-06-11,White,1067
3231,2018-06-12,Black,1385
3233,2018-06-12,Latinx,884
3234,2018-06-12,White,1083
3236,2018-06-13,Black,1376
3238,2018-06-13,Latinx,876
3239,2018-06-13,White,1080
3241,2018-06-14,Black,1380
3243,2018-06-14,Latinx,882
3244,2018-06-14,White,1091
3246,2018-06-15,Black,1387
3248,2018-06-15,Latinx,897
3249,2018-06-15,White,1104
3251,2018-06-16,Black,1397
3253,2018-06-16,Latinx,897
3254,2018-06-16,White,1117
3256,2018-06-17,Black,1397
3258,2018-06-17,Latinx,897
3259,2018-06-17,White,1119
3261,2018-06-18,Black,1397
3263,2018-06-18,Latinx,897
3264,2018-06-18,White,1119
3266,2018-06-19,Black,1402
3268,2018-06-19,Latinx,911
3269,2018-06-19,White,1116
3271,2018-06-20,Black,1400
3273,2018-06-20,Latinx,915
3274,2018-06-20,White,1119
3276,2018-06-21,Black,1395
3278,2018-06-21,Latinx,915
3279,2018-06-21,White,1111
3281,2018-06-23,Black,1384
3283,2018-06-23,Latinx,910
3284,2018-06-23,White,1105
3286,2018-06-24,Black,1382
3288,2018-06-24,Latinx,911
3289,2018-06-24,White,1109
3291,2018-06-25,Black,1383
3293,2018-06-25,Latinx,909
3294,2018-06-25,White,1110
3296,2018-06-26,Black,1372
3298,2018-06-26,Latinx,917
3299,2018-06-26,White,1109
3301,2018-06-27,Black,1387
3303,2018-06-27,Latinx,910
3304,2018-06-27,White,1110
3306,2018-06-28,Black,1382
3308,2018-06-28,Latinx,908
3309,2018-06-28,White,1104
3311,2018-06-29,Black,1374
3313,2018-06-29,Latinx,894
3314,2018-06-29,White,1099
3316,2018-06-30,Black,1382
3318,2018-06-30,Latinx,899
3319,2018-06-30,White,1105
3321,2018-07-01,Black,1382
3323,2018-07-01,Latinx,898
3324,2018-07-01,White,1107
3326,2018-07-02,Black,1381
3328,2018-07-02,Latinx,896
3329,2018-07-02,White,1109
3331,2018-07-03,Black,1386
3333,2018-07-03,Latinx,896
3334,2018-07-03,White,1112
3336,2018-07-04,Black,1388
3338,2018-07-04,Latinx,894
3339,2018-07-04,White,1105
3341,2018-07-05,Black,1389
3343,2018-07-05,Latinx,895
3344,2018-07-05,White,1107
3346,2018-07-06,Black,1392
3348,2018-07-06,Latinx,913
3349,2018-07-06,White,1107
3351,2018-07-07,Black,1404
3353,2018-07-07,Latinx,919
3354,2018-07-07,White,1107
3356,2018-07-08,Black,1403
3358,2018-07-08,Latinx,919
3359,2018-07-08,White,1107
3361,2018-07-09,Black,1405
3363,2018-07-09,Latinx,920
3364,2018-07-09,White,1108
3366,2018-07-10,Black,1406
3368,2018-07-10,Latinx,923
3369,2018-07-10,White,1107
3371,2018-07-11,Black,1417
3373,2018-07-11,Latinx,928
3374,2018-07-11,White,1099
3376,2018-07-12,Black,1408
3378,2018-07-12,Latinx,933
3379,2018-07-12,White,1087
3381,2018-07-13,Black,1410
3383,2018-07-13,Latinx,923
3384,2018-07-13,White,1085
3386,2018-07-14,Black,1414
3388,2018-07-14,Latinx,931
3389,2018-07-14,White,1086
3391,2018-07-15,Black,1411
3393,2018-07-15,Latinx,930
3394,2018-07-15,White,1081
3396,2018-07-16,Black,1411
3398,2018-07-16,Latinx,930
3399,2018-07-16,White,1083
3401,2018-07-17,Black,1409
3403,2018-07-17,Latinx,938
3404,2018-07-17,White,1103
3406,2018-07-18,Black,1409
3408,2018-07-18,Latinx,939
3409,2018-07-18,White,1106
3411,2018-07-19,Black,1405
3413,2018-07-19,Latinx,945
3414,2018-07-19,White,1136
3416,2018-07-20,Black,1413
3418,2018-07-20,Latinx,953
3419,2018-07-20,White,1138
3421,2018-07-21,Black,1410
3423,2018-07-21,Latinx,954
3424,2018-07-21,White,1118
3426,2018-07-22,Black,1410
3428,2018-07-22,Latinx,954
3429,2018-07-22,White,1119
3431,2018-07-23,Black,1410
3433,2018-07-23,Latinx,953
3434,2018-07-23,White,1115
3436,2018-07-24,Black,1416
3438,2018-07-24,Latinx,954
3439,2018-07-24,White,1140
3441,2018-07-25,Black,1424
3443,2018-07-25,Latinx,954
3444,2018-07-25,White,1128
3446,2018-07-26,Black,1437
3448,2018-07-26,Latinx,965
3449,2018-07-26,White,1129
3451,2018-07-27,Black,1433
3453,2018-07-27,Latinx,963
3454,2018-07-27,White,1136
3456,2018-07-28,Black,1444
3458,2018-07-28,Latinx,956
3459,2018-07-28,White,1135
3461,2018-07-29,Black,1444
3463,2018-07-29,Latinx,957
3464,2018-07-29,White,1136
3466,2018-07-30,Black,1444
3468,2018-07-30,Latinx,956
3469,2018-07-30,White,1136
3471,2018-07-31,Black,1446
3473,2018-07-31,Latinx,965
3474,2018-07-31,White,1136
3476,2018-08-01,Black,1449
3478,2018-08-01,Latinx,969
3479,2018-08-01,White,1133
3481,2018-08-02,Black,1438
3483,2018-08-02,Latinx,962
3484,2018-08-02,White,1130
3486,2018-08-03,Black,1441
3488,2018-08-03,Latinx,967
3489,2018-08-03,White,1116
3491,2018-08-04,Black,1432
3493,2018-08-04,Latinx,972
3494,2018-08-04,White,1123
3496,2018-08-05,Black,1432
3498,2018-08-05,Latinx,973
3499,2018-08-05,White,1123
3501,2018-08-06,Black,1432
3503,2018-08-06,Latinx,974
3504,2018-08-06,White,1122
3506,2018-08-07,Black,1436
3508,2018-08-07,Latinx,986
3509,2018-08-07,White,1129
3511,2018-08-08,Black,1440
3513,2018-08-08,Latinx,986
3514,2018-08-08,White,1133
3516,2018-08-09,Black,1437
3518,2018-08-09,Latinx,983
3519,2018-08-09,White,1125
3521,2018-08-10,Black,1428
3523,2018-08-10,Latinx,978
3524,2018-08-10,White,1119
3526,2018-08-11,Black,1430
3528,2018-08-11,Latinx,986
3529,2018-08-11,White,1125
3531,2018-08-12,Black,1427
3533,2018-08-12,Latinx,984
3534,2018-08-12,White,1124
3536,2018-08-13,Black,1423
3538,2018-08-13,Latinx,983
3539,2018-08-13,White,1125
3541,2018-08-14,Black,1444
3543,2018-08-14,Latinx,984
3544,2018-08-14,White,1124
3546,2018-08-15,Black,1437
3548,2018-08-15,Latinx,983
3549,2018-08-15,White,1126
3551,2018-08-16,Black,1449
3553,2018-08-16,Latinx,980
3554,2018-08-16,White,1128
3556,2018-08-17,Black,1454
3558,2018-08-17,Latinx,985
3559,2018-08-17,White,1125
3561,2018-08-18,Black,1457
3563,2018-08-18,Latinx,974
3564,2018-08-18,White,1127
3566,2018-08-19,Black,1456
3568,2018-08-19,Latinx,974
3569,2018-08-19,White,1128
3571,2018-08-20,Black,1456
3573,2018-08-20,Latinx,971
3574,2018-08-20,White,1128
3576,2018-08-21,Black,1470
3578,2018-08-21,Latinx,974
3579,2018-08-21,White,1147
3581,2018-08-22,Black,1474
3583,2018-08-22,Latinx,964
3584,2018-08-22,White,1147
3586,2018-08-23,Black,1466
3588,2018-08-23,Latinx,963
3589,2018-08-23,White,1155
3591,2018-08-24,Black,1468
3593,2018-08-24,Latinx,960
3594,2018-08-24,White,1147
3596,2018-08-25,Black,1468
3598,2018-08-25,Latinx,958
3599,2018-08-25,White,1157
3601,2018-08-26,Black,1467
3603,2018-08-26,Latinx,957
3604,2018-08-26,White,1159
3606,2018-08-27,Black,1467
3608,2018-08-27,Latinx,956
3609,2018-08-27,White,1159
3611,2018-08-28,Black,1470
3613,2018-08-28,Latinx,963
3614,2018-08-28,White,1157
3616,2018-08-29,Black,1479
3618,2018-08-29,Latinx,965
3619,2018-08-29,White,1155
3621,2018-08-30,Black,1482
3623,2018-08-30,Latinx,955
3624,2018-08-30,White,1140
3626,2018-08-31,Black,1475
3628,2018-08-31,Latinx,948
3629,2018-08-31,White,1133
3631,2018-09-01,Black,1462
3633,2018-09-01,Latinx,951
3634,2018-09-01,White,1125
3636,2018-09-02,Black,1455
3638,2018-09-02,Latinx,946
3639,2018-09-02,White,1120
3641,2018-09-03,Black,1455
3643,2018-09-03,Latinx,946
3644,2018-09-03,White,1121
3646,2018-09-04,Black,1447
3648,2018-09-04,Latinx,940
3649,2018-09-04,White,1107
3651,2018-09-05,Black,1481
3653,2018-09-05,Latinx,964
3654,2018-09-05,White,1137
3656,2018-09-06,Black,1478
3658,2018-09-06,Latinx,970
3659,2018-09-06,White,1136
3661,2018-09-07,Black,1472
3663,2018-09-07,Latinx,972
3664,2018-09-07,White,1140
3666,2018-09-08,Black,1457
3668,2018-09-08,Latinx,964
3669,2018-09-08,White,1127
3671,2018-09-09,Black,1458
3673,2018-09-09,Latinx,964
3674,2018-09-09,White,1129
3676,2018-09-10,Black,1459
3678,2018-09-10,Latinx,963
3679,2018-09-10,White,1131
3681,2018-09-11,Black,1474
3683,2018-09-11,Latinx,963
3684,2018-09-11,White,1139
3686,2018-09-12,Black,1476
3688,2018-09-12,Latinx,964
3689,2018-09-12,White,1145
3691,2018-09-13,Black,1470
3693,2018-09-13,Latinx,958
3694,2018-09-13,White,1141
3696,2018-09-14,Black,1474
3698,2018-09-14,Latinx,948
3699,2018-09-14,White,1140
3701,2018-09-15,Black,1463
3703,2018-09-15,Latinx,950
3704,2018-09-15,White,1128
3706,2018-09-16,Black,1463
3708,2018-09-16,Latinx,950
3709,2018-09-16,White,1130
3711,2018-09-17,Black,1464
3713,2018-09-17,Latinx,950
3714,2018-09-17,White,1131
3716,2018-09-18,Black,1467
3718,2018-09-18,Latinx,959
3719,2018-09-18,White,1136
3721,2018-09-19,Black,1474
3723,2018-09-19,Latinx,955
3724,2018-09-19,White,1123
3726,2018-09-20,Black,1478
3728,2018-09-20,Latinx,958
3729,2018-09-20,White,1126
3731,2018-09-21,Black,1466
3733,2018-09-21,Latinx,955
3734,2018-09-21,White,1126
3736,2018-09-22,Black,1471
3738,2018-09-22,Latinx,952
3739,2018-09-22,White,1128
3741,2018-09-23,Black,1471
3743,2018-09-23,Latinx,952
3744,2018-09-23,White,1128
3746,2018-09-24,Black,1468
3748,2018-09-24,Latinx,952
3749,2018-09-24,White,1129
3751,2018-09-25,Black,1470
3753,2018-09-25,Latinx,939
3754,2018-09-25,White,1128
3756,2018-09-26,Black,1469
3758,2018-09-26,Latinx,941
3759,2018-09-26,White,1132
3761,2018-09-27,Black,1457
3763,2018-09-27,Latinx,938
3764,2018-09-27,White,1122
3766,2018-09-28,Black,1461
3768,2018-09-28,Latinx,934
3769,2018-09-28,White,1120
3771,2018-09-29,Black,1467
3773,2018-09-29,Latinx,929
3774,2018-09-29,White,1121
3776,2018-09-30,Black,1468
3778,2018-09-30,Latinx,929
3779,2018-09-30,White,1123
3781,2018-10-01,Black,1467
3783,2018-10-01,Latinx,930
3784,2018-10-01,White,1125
3786,2018-10-02,Black,1447
3788,2018-10-02,Latinx,927
3789,2018-10-02,White,1128
3791,2018-10-03,Black,1452
3793,2018-10-03,Latinx,925
3794,2018-10-03,White,1108
3796,2018-10-04,Black,1436
3798,2018-10-04,Latinx,928
3799,2018-10-04,White,1107
3801,2018-10-05,Black,1433
3803,2018-10-05,Latinx,934
3804,2018-10-05,White,1101
3806,2018-10-06,Black,1434
3808,2018-10-06,Latinx,934
3809,2018-10-06,White,1102
3811,2018-10-07,Black,1434
3813,2018-10-07,Latinx,934
3814,2018-10-07,White,1104
3816,2018-10-08,Black,1434
3818,2018-10-08,Latinx,934
3819,2018-10-08,White,1104
3821,2018-10-09,Black,1419
3823,2018-10-09,Latinx,929
3824,2018-10-09,White,1103
3826,2018-10-10,Black,1446
3828,2018-10-10,Latinx,948
3829,2018-10-10,White,1122
3831,2018-10-11,Black,1437
3833,2018-10-11,Latinx,950
3834,2018-10-11,White,1108
3836,2018-10-12,Black,1434
3838,2018-10-12,Latinx,948
3839,2018-10-12,White,1101
3841,2018-10-13,Black,1430
3843,2018-10-13,Latinx,947
3844,2018-10-13,White,1093
3846,2018-10-14,Black,1427
3848,2018-10-14,Latinx,947
3849,2018-10-14,White,1094
3851,2018-10-15,Black,1424
3853,2018-10-15,Latinx,947
3854,2018-10-15,White,1095
3856,2018-10-16,Black,1432
3858,2018-10-16,Latinx,954
3859,2018-10-16,White,1095
3861,2018-10-17,Black,1433
3863,2018-10-17,Latinx,944
3864,2018-10-17,White,1091
3866,2018-10-18,Black,1437
3868,2018-10-18,Latinx,939
3869,2018-10-18,White,1084
3871,2018-10-19,Black,1433
3873,2018-10-19,Latinx,935
3874,2018-10-19,White,1073
3876,2018-10-20,Black,1440
3878,2018-10-20,Latinx,933
3879,2018-10-20,White,1066
3881,2018-10-21,Black,1442
3883,2018-10-21,Latinx,933
3884,2018-10-21,White,1068
3886,2018-10-22,Black,1440
3888,2018-10-22,Latinx,934
3889,2018-10-22,White,1068
3891,2018-10-23,Black,1449
3893,2018-10-23,Latinx,947
3894,2018-10-23,White,1076
3896,2018-10-24,Black,1453
3898,2018-10-24,Latinx,942
3899,2018-10-24,White,1080
3901,2018-10-25,Black,1461
3903,2018-10-25,Latinx,938
3904,2018-10-25,White,1076
3906,2018-10-26,Black,1456
3908,2018-10-26,Latinx,933
3909,2018-10-26,White,1073
3911,2018-10-27,Black,1455
3913,2018-10-27,Latinx,928
3914,2018-10-27,White,1074
3916,2018-10-28,Black,1455
3918,2018-10-28,Latinx,927
3919,2018-10-28,White,1076
3921,2018-10-29,Black,1456
3923,2018-10-29,Latinx,925
3924,2018-10-29,White,1078
3926,2018-10-30,Black,1464
3928,2018-10-30,Latinx,935
3929,2018-10-30,White,1080
3931,2018-10-31,Black,1453
3933,2018-10-31,Latinx,936
3934,2018-10-31,White,1075
3936,2018-11-01,Black,1471
3938,2018-11-01,Latinx,939
3939,2018-11-01,White,1071
3941,2018-11-02,Black,1464
3943,2018-11-02,Latinx,938
3944,2018-11-02,White,1066
3946,2018-11-03,Black,1455
3948,2018-11-03,Latinx,933
3949,2018-11-03,White,1063
3951,2018-11-04,Black,1456
3953,2018-11-04,Latinx,933
3954,2018-11-04,White,1065
3956,2018-11-05,Black,1454
3958,2018-11-05,Latinx,931
3959,2018-11-05,White,1066
3961,2018-11-06,Black,1463
3963,2018-11-06,Latinx,935
3964,2018-11-06,White,1069
3966,2018-11-07,Black,1453
3968,2018-11-07,Latinx,929
3969,2018-11-07,White,1055
3971,2018-11-08,Black,1451
3973,2018-11-08,Latinx,932
3974,2018-11-08,White,1038
3976,2018-11-09,Black,1455
3978,2018-11-09,Latinx,937
3979,2018-11-09,White,1045
3981,2018-11-10,Black,1458
3983,2018-11-10,Latinx,938
3984,2018-11-10,White,1044
3986,2018-11-11,Black,1459
3988,2018-11-11,Latinx,938
3989,2018-11-11,White,1047
3991,2018-11-12,Black,1458
3993,2018-11-12,Latinx,937
3994,2018-11-12,White,1047
3996,2018-11-13,Black,1445
3998,2018-11-13,Latinx,923
3999,2018-11-13,White,1040
4001,2018-11-14,Black,1459
4003,2018-11-14,Latinx,933
4004,2018-11-14,White,1055
4006,2018-11-15,Black,1467
4008,2018-11-15,Latinx,937
4009,2018-11-15,White,1048
4011,2018-11-16,Black,1461
4013,2018-11-16,Latinx,924
4014,2018-11-16,White,1046
4016,2018-11-17,Black,1458
4018,2018-11-17,Latinx,916
4019,2018-11-17,White,1040
4021,2018-11-18,Black,1458
4023,2018-11-18,Latinx,916
4024,2018-11-18,White,1044
4026,2018-11-19,Black,1457
4028,2018-11-19,Latinx,915
4029,2018-11-19,White,1046
4031,2018-11-20,Black,1453
4033,2018-11-20,Latinx,903
4034,2018-11-20,White,1058
4036,2018-11-21,Black,1448
4038,2018-11-21,Latinx,903
4039,2018-11-21,White,1053
4041,2018-11-22,Black,1446
4043,2018-11-22,Latinx,895
4044,2018-11-22,White,1038
4046,2018-11-23,Black,1447
4048,2018-11-23,Latinx,895
4049,2018-11-23,White,1040
4051,2018-11-24,Black,1464
4053,2018-11-24,Latinx,915
4054,2018-11-24,White,1050
4056,2018-11-25,Black,1465
4058,2018-11-25,Latinx,916
4059,2018-11-25,White,1050
4061,2018-11-26,Black,1465
4063,2018-11-26,Latinx,916
4064,2018-11-26,White,1051
4066,2018-11-27,Black,1467
4068,2018-11-27,Latinx,915
4069,2018-11-27,White,1064
4071,2018-11-28,Black,1468
4073,2018-11-28,Latinx,918
4074,2018-11-28,White,1062
4076,2018-11-29,Black,1455
4078,2018-11-29,Latinx,918
4079,2018-11-29,White,1066
4081,2018-11-30,Black,1455
4083,2018-11-30,Latinx,925
4084,2018-11-30,White,1076
4086,2018-12-01,Black,1457
4088,2018-12-01,Latinx,928
4089,2018-12-01,White,1076
4091,2018-12-02,Black,1456
4093,2018-12-02,Latinx,929
4094,2018-12-02,White,1076
4096,2018-12-03,Black,1456
4098,2018-12-03,Latinx,930
4099,2018-12-03,White,1077
4101,2018-12-04,Black,1454
4103,2018-12-04,Latinx,919
4104,2018-12-04,White,1061
4106,2018-12-05,Black,1461
4108,2018-12-05,Latinx,926
4109,2018-12-05,White,1060
4111,2018-12-06,Black,1454
4113,2018-12-06,Latinx,926
4114,2018-12-06,White,1059
4116,2018-12-07,Black,1445
4118,2018-12-07,Latinx,922
4119,2018-12-07,White,1060
4121,2018-12-08,Black,1437
4123,2018-12-08,Latinx,930
4124,2018-12-08,White,1058
4126,2018-12-09,Black,1437
4128,2018-12-09,Latinx,926
4129,2018-12-09,White,1060
4131,2018-12-10,Black,1437
4133,2018-12-10,Latinx,926
4134,2018-12-10,White,1062
4136,2018-12-11,Black,1436
4138,2018-12-11,Latinx,923
4139,2018-12-11,White,1055
4141,2018-12-12,Black,1443
4143,2018-12-12,Latinx,924
4144,2018-12-12,White,1043
4146,2018-12-13,Black,1432
4148,2018-12-13,Latinx,921
4149,2018-12-13,White,1039
4151,2018-12-14,Black,1431
4153,2018-12-14,Latinx,925
4154,2018-12-14,White,1050
4156,2018-12-15,Black,1439
4158,2018-12-15,Latinx,927
4159,2018-12-15,White,1044
4161,2018-12-16,Black,1438
4163,2018-12-16,Latinx,927
4164,2018-12-16,White,1044
4166,2018-12-17,Black,1438
4168,2018-12-17,Latinx,927
4169,2018-12-17,White,1045
4171,2018-12-18,Black,1443
4173,2018-12-18,Latinx,934
4174,2018-12-18,White,1043
4176,2018-12-19,Black,1457
4178,2018-12-19,Latinx,933
4179,2018-12-19,White,1045
4181,2018-12-20,Black,1430
4183,2018-12-20,Latinx,917
4184,2018-12-20,White,1038
4186,2018-12-21,Black,1428
4188,2018-12-21,Latinx,912
4189,2018-12-21,White,1045
4191,2018-12-22,Black,1414
4193,2018-12-22,Latinx,891
4194,2018-12-22,White,1032
4196,2018-12-23,Black,1415
4198,2018-12-23,Latinx,891
4199,2018-12-23,White,1034
4201,2018-12-24,Black,1416
4203,2018-12-24,Latinx,891
4204,2018-12-24,White,1034
4206,2018-12-25,Black,1421
4208,2018-12-25,Latinx,903
4209,2018-12-25,White,1036
4211,2018-12-26,Black,1420
4213,2018-12-26,Latinx,903
4214,2018-12-26,White,1037
4216,2018-12-27,Black,1430
4218,2018-12-27,Latinx,918
4219,2018-12-27,White,1046
4221,2018-12-28,Black,1440
4223,2018-12-28,Latinx,918
4224,2018-12-28,White,1050
4226,2018-12-29,Black,1445
4228,2018-12-29,Latinx,926
4229,2018-12-29,White,1061
4231,2018-12-30,Black,1447
4233,2018-12-30,Latinx,925
4234,2018-12-30,White,1062
4236,2018-12-31,Black,1451
4238,2018-12-31,Latinx,926
4239,2018-12-31,White,1065
4241,2019-01-01,Black,1470
4243,2019-01-01,Latinx,940
4244,2019-01-01,White,1087
4246,2019-01-02,Black,1470
4248,2019-01-02,Latinx,940
4249,2019-01-02,White,1088
4251,2019-01-03,Black,1482
4253,2019-01-03,Latinx,937
4254,2019-01-03,White,1082
4256,2019-01-04,Black,1481
4258,2019-01-04,Latinx,943
4259,2019-01-04,White,1089
4261,2019-01-05,Black,1483
4263,2019-01-05,Latinx,930
4264,2019-01-05,White,1085
4266,2019-01-06,Black,1483
4268,2019-01-06,Latinx,931
4269,2019-01-06,White,1086
4271,2019-01-07,Black,1484
4273,2019-01-07,Latinx,929
4274,2019-01-07,White,1087
4276,2019-01-08,Black,1479
4278,2019-01-08,Latinx,945
4279,2019-01-08,White,1093
4281,2019-01-09,Black,1485
4283,2019-01-09,Latinx,956
4284,2019-01-09,White,1110
4286,2019-01-10,Black,1483
4288,2019-01-10,Latinx,944
4289,2019-01-10,White,1106
4291,2019-01-11,Black,1478
4293,2019-01-11,Latinx,931
4294,2019-01-11,White,1109
4296,2019-01-12,Black,1487
4298,2019-01-12,Latinx,934
4299,2019-01-12,White,1103
4301,2019-01-13,Black,1486
4303,2019-01-13,Latinx,934
4304,2019-01-13,White,1105
4306,2019-01-14,Black,1485
4308,2019-01-14,Latinx,935
4309,2019-01-14,White,1106
4311,2019-01-15,Black,1493
4313,2019-01-15,Latinx,929
4314,2019-01-15,White,1093
4316,2019-01-16,Black,1505
4318,2019-01-16,Latinx,938
4319,2019-01-16,White,1099
4321,2019-01-17,Black,1497
4323,2019-01-17,Latinx,939
4324,2019-01-17,White,1098
4326,2019-01-18,Black,1494
4328,2019-01-18,Latinx,942
4329,2019-01-18,White,1093
4331,2019-01-19,Black,1495
4333,2019-01-19,Latinx,938
4334,2019-01-19,White,1082
4336,2019-01-20,Black,1495
4338,2019-01-20,Latinx,938
4339,2019-01-20,White,1085
4341,2019-01-21,Black,1492
4343,2019-01-21,Latinx,939
4344,2019-01-21,White,1086
4346,2019-01-22,Black,1481
4348,2019-01-22,Latinx,932
4349,2019-01-22,White,1074
4351,2019-01-23,Black,1502
4353,2019-01-23,Latinx,940
4354,2019-01-23,White,1094
4356,2019-01-24,Black,1497
4358,2019-01-24,Latinx,942
4359,2019-01-24,White,1087
4361,2019-01-25,Black,1493
4363,2019-01-25,Latinx,942
4364,2019-01-25,White,1082
4366,2019-01-26,Black,1484
4368,2019-01-26,Latinx,931
4369,2019-01-26,White,1068
4371,2019-01-27,Black,1484
4373,2019-01-27,Latinx,931
4374,2019-01-27,White,1069
4376,2019-01-28,Black,1482
4378,2019-01-28,Latinx,931
4379,2019-01-28,White,1071
4381,2019-01-29,Black,1492
4383,2019-01-29,Latinx,937
4384,2019-01-29,White,1077
4386,2019-01-30,Black,1493
4388,2019-01-30,Latinx,930
4389,2019-01-30,White,1080
4391,2019-01-31,Black,1482
4393,2019-01-31,Latinx,927
4394,2019-01-31,White,1091
4396,2019-02-01,Black,1474
4398,2019-02-01,Latinx,923
4399,2019-02-01,White,1079
4401,2019-02-02,Black,1462
4403,2019-02-02,Latinx,923
4404,2019-02-02,White,1072
4406,2019-02-03,Black,1462
4408,2019-02-03,Latinx,921
4409,2019-02-03,White,1070
4411,2019-02-04,Black,1461
4413,2019-02-04,Latinx,921
4414,2019-02-04,White,1072
4416,2019-02-05,Black,1461
4418,2019-02-05,Latinx,912
4419,2019-02-05,White,1071
4421,2019-02-06,Black,1472
4423,2019-02-06,Latinx,923
4424,2019-02-06,White,1062
4426,2019-02-07,Black,1462
4428,2019-02-07,Latinx,926
4429,2019-02-07,White,1065
