,date,race,id
5913,2019-12-05,Latinx,848
5914,2019-12-05,White,901
5916,2019-12-06,Black,1340
5918,2019-12-06,Latinx,849
5919,2019-12-06,White,913
5921,2019-12-07,Black,1331
5923,2019-12-07,Latinx,846
5924,2019-12-07,White,915
5926,2019-12-08,Black,1331
5928,2019-12-08,Latinx,846
5929,2019-12-08,White,918
5931,2019-12-09,Black,1331
5933,2019-12-09,Latinx,846
5934,2019-12-09,White,919
5936,2019-12-10,Black,1337
5938,2019-12-10,Latinx,840
5939,2019-12-10,White,913
5941,2019-12-11,Black,1330
5943,2019-12-11,Latinx,834
5944,2019-12-11,White,905
5946,2019-12-12,Black,1334
5948,2019-12-12,Latinx,831
5949,2019-12-12,White,899
5951,2019-12-13,Black,1343
5953,2019-12-13,Latinx,845
5954,2019-12-13,White,889
5956,2019-12-14,Black,1337
5958,2019-12-14,Latinx,844
5959,2019-12-14,White,884
5961,2019-12-15,Black,1337
5963,2019-12-15,Latinx,843
5964,2019-12-15,White,886
5966,2019-12-16,Black,1338
5968,2019-12-16,Latinx,843
5969,2019-12-16,White,889
5971,2019-12-17,Black,1332
5973,2019-12-17,Latinx,835
5974,2019-12-17,White,885
5976,2019-12-18,Black,1325
5978,2019-12-18,Latinx,836
5979,2019-12-18,White,888
5981,2019-12-19,Black,1323
5983,2019-12-19,Latinx,834
5984,2019-12-19,White,884
5986,2019-12-20,Black,1302
5988,2019-12-20,Latinx,828
5989,2019-12-20,White,874
5991,2019-12-21,Black,1290
5993,2019-12-21,Latinx,822
5994,2019-12-21,White,869
5996,2019-12-22,Black,1281
5998,2019-12-22,Latinx,821
5999,2019-12-22,White,867
6001,2019-12-23,Black,1281
6003,2019-12-23,Latinx,821
6004,2019-12-23,White,869
6006,2019-12-24,Black,1284
6008,2019-12-24,Latinx,818
6009,2019-12-24,White,852
6011,2019-12-25,Black,1282
6013,2019-12-25,Latinx,817
6014,2019-12-25,White,858
6016,2019-12-27,Black,1295
6018,2019-12-27,Latinx,817
6019,2019-12-27,White,872
6021,2019-12-28,Black,1303
6023,2019-12-28,Latinx,819
6024,2019-12-28,White,881
6026,2019-12-29,Black,1302
6028,2019-12-29,Latinx,820
6029,2019-12-29,White,884
6031,2019-12-30,Black,1303
6033,2019-12-30,Latinx,820
6034,2019-12-30,White,884
6036,2019-12-31,Black,1311
6038,2019-12-31,Latinx,837
6039,2019-12-31,White,884
6041,2020-01-01,Black,1303
6043,2020-01-01,Latinx,832
6044,2020-01-01,White,896
6046,2020-01-03,Black,1305
6048,2020-01-03,Latinx,840
6049,2020-01-03,White,890
6051,2020-01-04,Black,1313
6053,2020-01-04,Latinx,852
6054,2020-01-04,White,896
6056,2020-01-05,Black,1311
6058,2020-01-05,Latinx,850
6059,2020-01-05,White,896
6061,2020-01-06,Black,1306
6063,2020-01-06,Latinx,848
6064,2020-01-06,White,896
6066,2020-01-07,Black,1316
6068,2020-01-07,Latinx,844
6069,2020-01-07,White,890
6071,2020-01-08,Black,1310
6073,2020-01-08,Latinx,843
6074,2020-01-08,White,896
6076,2020-01-09,Black,1320
6078,2020-01-09,Latinx,842
6079,2020-01-09,White,900
6081,2020-01-10,Black,1316
6083,2020-01-10,Latinx,840
6084,2020-01-10,White,893
6086,2020-01-11,Black,1312
6088,2020-01-11,Latinx,829
6089,2020-01-11,White,876
6091,2020-01-12,Black,1311
6093,2020-01-12,Latinx,827
6094,2020-01-12,White,876
6096,2020-01-14,Black,1321
6098,2020-01-14,Latinx,835
6099,2020-01-14,White,890
6101,2020-01-15,Black,1318
6103,2020-01-15,Latinx,823
6104,2020-01-15,White,886
6106,2020-01-16,Black,1311
6108,2020-01-16,Latinx,820
6109,2020-01-16,White,879
6111,2020-01-17,Black,1314
6113,2020-01-17,Latinx,823
6114,2020-01-17,White,877
6116,2020-01-18,Black,1309
6118,2020-01-18,Latinx,819
6119,2020-01-18,White,867
6121,2020-01-19,Black,1309
6123,2020-01-19,Latinx,817
6124,2020-01-19,White,867
6126,2020-01-20,Black,1309
6128,2020-01-20,Latinx,813
6129,2020-01-20,White,867
6131,2020-01-21,Black,1300
6133,2020-01-21,Latinx,801
6134,2020-01-21,White,862
6136,2020-01-22,Black,1305
6138,2020-01-22,Latinx,824
6139,2020-01-22,White,872
6141,2020-01-23,Black,1303
6143,2020-01-23,Latinx,821
6144,2020-01-23,White,868
6146,2020-01-24,Black,1295
6148,2020-01-24,Latinx,824
6149,2020-01-24,White,860
6151,2020-01-25,Black,1314
6153,2020-01-25,Latinx,821
6154,2020-01-25,White,863
6156,2020-01-26,Black,1316
6158,2020-01-26,Latinx,821
6159,2020-01-26,White,863
6161,2020-01-27,Black,1315
6163,2020-01-27,Latinx,821
6164,2020-01-27,White,863
6166,2020-01-28,Black,1314
6168,2020-01-28,Latinx,817
6169,2020-01-28,White,872
6171,2020-01-29,Black,1314
6173,2020-01-29,Latinx,816
6174,2020-01-29,White,875
6176,2020-01-30,Black,1312
6178,2020-01-30,Latinx,816
6179,2020-01-30,White,872
6181,2020-01-31,Black,1316
6183,2020-01-31,Latinx,822
6184,2020-01-31,White,875
6186,2020-02-01,Black,1312
6188,2020-02-01,Latinx,822
6189,2020-02-01,White,875
6191,2020-02-02,Black,1313
6193,2020-02-02,Latinx,822
6194,2020-02-02,White,876
6196,2020-02-03,Black,1315
6198,2020-02-03,Latinx,816
6199,2020-02-03,White,873
6201,2020-02-04,Black,1324
6203,2020-02-04,Latinx,823
6204,2020-02-04,White,861
6206,2020-02-05,Black,1332
6208,2020-02-05,Latinx,825
6209,2020-02-05,White,876
6211,2020-02-06,Black,1335
6213,2020-02-06,Latinx,826
6214,2020-02-06,White,872
6216,2020-02-07,Black,1331
6218,2020-02-07,Latinx,825
6219,2020-02-07,White,863
6221,2020-02-08,Black,1319
6223,2020-02-08,Latinx,826
6224,2020-02-08,White,859
6226,2020-02-09,Black,1318
6228,2020-02-09,Latinx,826
6229,2020-02-09,White,859
6231,2020-02-10,Black,1319
6233,2020-02-10,Latinx,826
6234,2020-02-10,White,859
6236,2020-02-11,Black,1313
6238,2020-02-11,Latinx,827
6239,2020-02-11,White,868
6241,2020-02-12,Black,1318
6243,2020-02-12,Latinx,826
6244,2020-02-12,White,865
6246,2020-02-13,Black,1318
6248,2020-02-13,Latinx,827
6249,2020-02-13,White,868
6251,2020-02-14,Black,1324
6253,2020-02-14,Latinx,822
6254,2020-02-14,White,875
6256,2020-02-15,Black,1318
6258,2020-02-15,Latinx,823
6259,2020-02-15,White,871
6261,2020-02-16,Black,1316
6263,2020-02-16,Latinx,821
6264,2020-02-16,White,871
6266,2020-02-17,Black,1316
6268,2020-02-17,Latinx,821
6269,2020-02-17,White,872
6271,2020-02-18,Black,1310
6273,2020-02-18,Latinx,818
6274,2020-02-18,White,869
6276,2020-02-19,Black,1326
6278,2020-02-19,Latinx,844
6279,2020-02-19,White,876
6281,2020-02-20,Black,1323
6283,2020-02-20,Latinx,846
6284,2020-02-20,White,873
6286,2020-02-21,Black,1324
6288,2020-02-21,Latinx,840
6289,2020-02-21,White,866
6291,2020-02-22,Black,1331
6293,2020-02-22,Latinx,842
6294,2020-02-22,White,868
6296,2020-02-23,Black,1330
6298,2020-02-23,Latinx,842
6299,2020-02-23,White,868
6301,2020-02-24,Black,1332
6303,2020-02-24,Latinx,842
6304,2020-02-24,White,868
6306,2020-02-25,Black,1342
6308,2020-02-25,Latinx,842
6309,2020-02-25,White,879
6311,2020-02-26,Black,1344
6313,2020-02-26,Latinx,849
6314,2020-02-26,White,882
6316,2020-02-27,Black,1336
6318,2020-02-27,Latinx,844
6319,2020-02-27,White,880
6321,2020-02-28,Black,1330
6323,2020-02-28,Latinx,846
6324,2020-02-28,White,876
6326,2020-02-29,Black,1324
6328,2020-02-29,Latinx,841
6329,2020-02-29,White,865
6331,2020-03-01,Black,1322
6333,2020-03-01,Latinx,842
6334,2020-03-01,White,863
6336,2020-03-02,Black,1322
6338,2020-03-02,Latinx,842
6339,2020-03-02,White,864
6341,2020-03-03,Black,1322
6343,2020-03-03,Latinx,842
6344,2020-03-03,White,864
6346,2020-03-04,Black,1327
6348,2020-03-04,Latinx,844
6349,2020-03-04,White,851
6351,2020-03-05,Black,1285
6353,2020-03-05,Latinx,804
6354,2020-03-05,White,799
6356,2020-03-06,Black,1298
6358,2020-03-06,Latinx,825
6359,2020-03-06,White,828
6361,2020-03-07,Black,1329
6363,2020-03-07,Latinx,829
6364,2020-03-07,White,847
6366,2020-03-08,Black,1313
6368,2020-03-08,Latinx,817
6369,2020-03-08,White,827
6371,2020-03-09,Black,1310
6373,2020-03-09,Latinx,817
6374,2020-03-09,White,829
6376,2020-03-10,Black,1313
6378,2020-03-10,Latinx,815
6379,2020-03-10,White,834
6381,2020-03-11,Black,1307
6383,2020-03-11,Latinx,816
6384,2020-03-11,White,834
6386,2020-03-12,Black,1290
6388,2020-03-12,Latinx,810
6389,2020-03-12,White,827
6391,2020-03-13,Black,1289
6393,2020-03-13,Latinx,811
6394,2020-03-13,White,835
6396,2020-03-14,Black,1285
6398,2020-03-14,Latinx,814
6399,2020-03-14,White,824
6401,2020-03-15,Black,1280
6403,2020-03-15,Latinx,814
6404,2020-03-15,White,821
6406,2020-03-16,Black,1280
6408,2020-03-16,Latinx,814
6409,2020-03-16,White,822
6411,2020-03-17,Black,1287
6413,2020-03-17,Latinx,814
6414,2020-03-17,White,825
6416,2020-03-18,Black,1287
6418,2020-03-18,Latinx,818
6419,2020-03-18,White,821
6421,2020-03-19,Black,1286
6423,2020-03-19,Latinx,820
6424,2020-03-19,White,820
6426,2020-03-20,Black,1286
6428,2020-03-20,Latinx,818
6429,2020-03-20,White,824
6431,2020-03-21,Black,1296
6433,2020-03-21,Latinx,819
6434,2020-03-21,White,822
6436,2020-03-22,Black,1294
6438,2020-03-22,Latinx,818
6439,2020-03-22,White,823
6441,2020-03-23,Black,1293
6443,2020-03-23,Latinx,818
6444,2020-03-23,White,824
6446,2020-03-24,Black,1294
6448,2020-03-24,Latinx,821
6449,2020-03-24,White,822
6451,2020-03-25,Black,1293
6453,2020-03-25,Latinx,822
6454,2020-03-25,White,824
6456,2020-03-26,Black,1291
6458,2020-03-26,Latinx,825
6459,2020-03-26,White,826
6461,2020-03-27,Black,1286
6463,2020-03-27,Latinx,822
6464,2020-03-27,White,828
6466,2020-03-28,Black,1282
6468,2020-03-28,Latinx,817
6469,2020-03-28,White,826
6471,2020-03-29,Black,1282
6473,2020-03-29,Latinx,817
6474,2020-03-29,White,826
6476,2020-03-30,Black,1282
6478,2020-03-30,Latinx,817
6479,2020-03-30,White,827
6481,2020-04-01,Black,1293
6483,2020-04-01,Latinx,812
6484,2020-04-01,White,831
6486,2020-04-02,Black,1286
6488,2020-04-02,Latinx,811
6489,2020-04-02,White,823
6491,2020-04-03,Black,1279
6493,2020-04-03,Latinx,809
6494,2020-04-03,White,815
6496,2020-04-04,Black,1277
6498,2020-04-04,Latinx,802
6499,2020-04-04,White,809
6501,2020-04-05,Black,1277
6503,2020-04-05,Latinx,803
6504,2020-04-05,White,809
6506,2020-04-06,Black,1278
6508,2020-04-06,Latinx,803
6509,2020-04-06,White,810
6511,2020-04-07,Black,1263
6513,2020-04-07,Latinx,798
6514,2020-04-07,White,798
6516,2020-04-08,Black,1260
6518,2020-04-08,Latinx,793
6519,2020-04-08,White,788
6521,2020-04-09,Black,1266
6523,2020-04-09,Latinx,793
6524,2020-04-09,White,787
6526,2020-04-10,Black,1263
6528,2020-04-10,Latinx,789
6529,2020-04-10,White,785
6531,2020-04-11,Black,1263
6533,2020-04-11,Latinx,789
6534,2020-04-11,White,785
6536,2020-04-12,Black,1263
6538,2020-04-12,Latinx,789
6539,2020-04-12,White,785
6541,2020-04-13,Black,1263
6543,2020-04-13,Latinx,789
6544,2020-04-13,White,786
6546,2020-04-14,Black,1240
6548,2020-04-14,Latinx,770
6549,2020-04-14,White,759
6551,2020-04-15,Black,1257
6553,2020-04-15,Latinx,777
6554,2020-04-15,White,773
6556,2020-04-16,Black,1251
6558,2020-04-16,Latinx,782
6559,2020-04-16,White,773
6561,2020-04-17,Black,1244
6563,2020-04-17,Latinx,784
6564,2020-04-17,White,776
6566,2020-04-18,Black,1242
6568,2020-04-18,Latinx,779
6569,2020-04-18,White,768
6571,2020-04-20,Black,1240
6573,2020-04-20,Latinx,776
6574,2020-04-20,White,769
6576,2020-04-21,Black,1187
6578,2020-04-21,Latinx,749
6579,2020-04-21,White,753
6581,2020-04-22,Black,1237
6583,2020-04-22,Latinx,775
6584,2020-04-22,White,770
6586,2020-04-23,Black,1236
6588,2020-04-23,Latinx,770
6589,2020-04-23,White,774
6591,2020-04-24,Black,1231
6593,2020-04-24,Latinx,766
6594,2020-04-24,White,773
6596,2020-04-25,Black,1229
6598,2020-04-25,Latinx,768
6599,2020-04-25,White,769
6601,2020-04-26,Black,1229
6603,2020-04-26,Latinx,768
6604,2020-04-26,White,770
6606,2020-04-27,Black,1228
6608,2020-04-27,Latinx,768
6609,2020-04-27,White,771
6611,2020-04-28,Black,1190
6613,2020-04-28,Latinx,746
6614,2020-04-28,White,754
6616,2020-04-29,Black,1216
6618,2020-04-29,Latinx,751
6619,2020-04-29,White,765
6621,2020-04-30,Black,1218
6623,2020-04-30,Latinx,755
6624,2020-04-30,White,768
6626,2020-05-01,Black,1212
6628,2020-05-01,Latinx,756
6629,2020-05-01,White,764
6631,2020-05-02,Black,1212
6633,2020-05-02,Latinx,762
6634,2020-05-02,White,759
6636,2020-05-03,Black,1209
6638,2020-05-03,Latinx,761
6639,2020-05-03,White,760
6641,2020-05-04,Black,1208
6643,2020-05-04,Latinx,760
6644,2020-05-04,White,760
6646,2020-05-05,Black,1199
6648,2020-05-05,Latinx,764
6649,2020-05-05,White,756
6651,2020-05-06,Black,1192
6653,2020-05-06,Latinx,761
6654,2020-05-06,White,756
6656,2020-05-07,Black,1203
6658,2020-05-07,Latinx,765
6659,2020-05-07,White,757
6661,2020-05-08,Black,1197
6663,2020-05-08,Latinx,764
6664,2020-05-08,White,756
6666,2020-05-09,Black,1200
6668,2020-05-09,Latinx,770
6669,2020-05-09,White,757
6671,2020-05-10,Black,1197
6673,2020-05-10,Latinx,768
6674,2020-05-10,White,758
6676,2020-05-11,Black,1197
6678,2020-05-11,Latinx,768
6679,2020-05-11,White,758
6681,2020-05-12,Black,1201
6683,2020-05-12,Latinx,766
6684,2020-05-12,White,755
6686,2020-05-13,Black,1199
6688,2020-05-13,Latinx,766
6689,2020-05-13,White,752
6691,2020-05-14,Black,1205
6693,2020-05-14,Latinx,771
6694,2020-05-14,White,754
6696,2020-05-15,Black,1199
6698,2020-05-15,Latinx,768
6699,2020-05-15,White,753
6701,2020-05-16,Black,1204
6703,2020-05-16,Latinx,771
6704,2020-05-16,White,754
6706,2020-05-17,Black,1204
6708,2020-05-17,Latinx,771
6709,2020-05-17,White,755
6711,2020-05-18,Black,1204
6713,2020-05-18,Latinx,771
6714,2020-05-18,White,754
6716,2020-05-19,Black,1211
6718,2020-05-19,Latinx,774
6719,2020-05-19,White,756
6721,2020-05-20,Black,1210
6723,2020-05-20,Latinx,773
6724,2020-05-20,White,756
6726,2020-05-21,Black,1216
6728,2020-05-21,Latinx,777
6729,2020-05-21,White,766
6731,2020-05-22,Black,1214
6733,2020-05-22,Latinx,779
6734,2020-05-22,White,762
6736,2020-05-24,Black,1226
6738,2020-05-24,Latinx,790
6739,2020-05-24,White,768
6741,2020-05-25,Black,1226
6743,2020-05-25,Latinx,792
6744,2020-05-25,White,768
6746,2020-05-26,Black,1222
6748,2020-05-26,Latinx,791
6749,2020-05-26,White,768
6751,2020-05-27,Black,1237
6753,2020-05-27,Latinx,801
6754,2020-05-27,White,780
6756,2020-05-28,Black,1239
6758,2020-05-28,Latinx,804
6759,2020-05-28,White,784
6761,2020-05-29,Black,1229
6763,2020-05-29,Latinx,800
6764,2020-05-29,White,780
6766,2020-05-30,Black,1241
6768,2020-05-30,Latinx,801
6769,2020-05-30,White,788
6771,2020-05-31,Black,1242
6773,2020-05-31,Latinx,802
6774,2020-05-31,White,788
6776,2020-06-01,Black,1242
6778,2020-06-01,Latinx,802
6779,2020-06-01,White,790
6781,2020-06-02,Black,1230
6783,2020-06-02,Latinx,806
6784,2020-06-02,White,795
6786,2020-06-03,Black,1228
6788,2020-06-03,Latinx,798
6789,2020-06-03,White,788
6791,2020-06-04,Black,1234
6793,2020-06-04,Latinx,798
6794,2020-06-04,White,804
6796,2020-06-05,Black,1230
6798,2020-06-05,Latinx,797
6799,2020-06-05,White,801
6801,2020-06-06,Black,1248
6803,2020-06-06,Latinx,800
6804,2020-06-06,White,807
6806,2020-06-07,Black,1246
6808,2020-06-07,Latinx,801
6809,2020-06-07,White,807
6811,2020-06-08,Black,1246
6813,2020-06-08,Latinx,802
6814,2020-06-08,White,807
6816,2020-06-09,Black,1249
6818,2020-06-09,Latinx,796
6819,2020-06-09,White,803
6821,2020-06-10,Black,1244
6823,2020-06-10,Latinx,793
6824,2020-06-10,White,800
6826,2020-06-11,Black,1248
6828,2020-06-11,Latinx,795
6829,2020-06-11,White,805
6831,2020-06-12,Black,1244
6833,2020-06-12,Latinx,793
6834,2020-06-12,White,801
6836,2020-06-13,Black,1251
6838,2020-06-13,Latinx,797
6839,2020-06-13,White,808
6841,2020-06-14,Black,1251
6843,2020-06-14,Latinx,799
6844,2020-06-14,White,808
6846,2020-06-15,Black,1253
6848,2020-06-15,Latinx,800
6849,2020-06-15,White,808
6851,2020-06-16,Black,1256
6853,2020-06-16,Latinx,803
6854,2020-06-16,White,804
6856,2020-06-17,Black,1252
6858,2020-06-17,Latinx,804
6859,2020-06-17,White,806
6861,2020-06-18,Black,1247
6863,2020-06-18,Latinx,803
6864,2020-06-18,White,804
6866,2020-06-19,Black,1253
6868,2020-06-19,Latinx,807
6869,2020-06-19,White,806
6871,2020-06-20,Black,1247
6873,2020-06-20,Latinx,807
6874,2020-06-20,White,806
6876,2020-06-21,Black,1248
6878,2020-06-21,Latinx,807
6879,2020-06-21,White,807
6881,2020-06-22,Black,1247
6883,2020-06-22,Latinx,807
6884,2020-06-22,White,807
6886,2020-06-23,Black,1241
6888,2020-06-23,Latinx,801
6889,2020-06-23,White,797
6891,2020-06-24,Black,1238
6893,2020-06-24,Latinx,795
6894,2020-06-24,White,798
6896,2020-06-25,Black,1237
6898,2020-06-25,Latinx,791
6899,2020-06-25,White,790
6901,2020-06-26,Black,1240
6903,2020-06-26,Latinx,790
6904,2020-06-26,White,783
6906,2020-06-27,Black,1237
6908,2020-06-27,Latinx,793
6909,2020-06-27,White,780
6911,2020-06-28,Black,1236
6913,2020-06-28,Latinx,794
6914,2020-06-28,White,781
6916,2020-06-29,Black,1235
6918,2020-06-29,Latinx,794
6919,2020-06-29,White,780
6921,2020-06-30,Black,1231
6923,2020-06-30,Latinx,797
6924,2020-06-30,White,778
6926,2020-07-01,Black,1224
6928,2020-07-01,Latinx,796
6929,2020-07-01,White,779
6931,2020-07-02,Black,1217
6933,2020-07-02,Latinx,787
6934,2020-07-02,White,778
6936,2020-07-03,Black,1216
6938,2020-07-03,Latinx,785
6939,2020-07-03,White,771
6941,2020-07-04,Black,1216
6943,2020-07-04,Latinx,786
6944,2020-07-04,White,772
6946,2020-07-05,Black,1218
6948,2020-07-05,Latinx,786
6949,2020-07-05,White,774
6951,2020-07-06,Black,1218
6953,2020-07-06,Latinx,787
6954,2020-07-06,White,776
6956,2020-07-07,Black,1228
6958,2020-07-07,Latinx,791
6959,2020-07-07,White,768
6961,2020-07-08,Black,1226
6963,2020-07-08,Latinx,781
6964,2020-07-08,White,771
6966,2020-07-09,Black,1214
6968,2020-07-09,Latinx,775
6969,2020-07-09,White,765
6971,2020-07-10,Black,1207
6973,2020-07-10,Latinx,777
6974,2020-07-10,White,763
6976,2020-07-11,Black,1208
6978,2020-07-11,Latinx,774
6979,2020-07-11,White,765
6981,2020-07-12,Black,1208
6983,2020-07-12,Latinx,774
6984,2020-07-12,White,764
6986,2020-07-13,Black,1208
6988,2020-07-13,Latinx,774
6989,2020-07-13,White,766
6991,2020-07-14,Black,1216
6993,2020-07-14,Latinx,776
6994,2020-07-14,White,761
6996,2020-07-15,Black,1211
6998,2020-07-15,Latinx,776
6999,2020-07-15,White,762
7001,2020-07-16,Black,1210
7003,2020-07-16,Latinx,775
7004,2020-07-16,White,759
7006,2020-07-17,Black,1211
7008,2020-07-17,Latinx,776
7009,2020-07-17,White,756
7011,2020-07-18,Black,1201
7013,2020-07-18,Latinx,772
7014,2020-07-18,White,755
7016,2020-07-19,Black,1200
7018,2020-07-19,Latinx,773
7019,2020-07-19,White,756
7021,2020-07-20,Black,1200
7023,2020-07-20,Latinx,773
7024,2020-07-20,White,756
7026,2020-07-21,Black,1203
7028,2020-07-21,Latinx,773
7029,2020-07-21,White,751
7031,2020-07-22,Black,1207
7033,2020-07-22,Latinx,768
7034,2020-07-22,White,759
7036,2020-07-23,Black,1208
7038,2020-07-23,Latinx,767
7039,2020-07-23,White,759
7041,2020-07-24,Black,1205
7043,2020-07-24,Latinx,769
7044,2020-07-24,White,762
7046,2020-07-25,Black,1206
7048,2020-07-25,Latinx,770
7049,2020-07-25,White,763
7051,2020-07-26,Black,1206
7053,2020-07-26,Latinx,770
7054,2020-07-26,White,763
7056,2020-07-27,Black,1207
7058,2020-07-27,Latinx,770
7059,2020-07-27,White,764
7061,2020-07-28,Black,1197
7063,2020-07-28,Latinx,770
7064,2020-07-28,White,760
7066,2020-07-29,Black,1191
7068,2020-07-29,Latinx,775
7069,2020-07-29,White,766
7071,2020-07-30,Black,1186
7073,2020-07-30,Latinx,763
7074,2020-07-30,White,757
7076,2020-07-31,Black,1183
7078,2020-07-31,Latinx,768
7079,2020-07-31,White,753
7081,2020-08-01,Black,1172
7083,2020-08-01,Latinx,767
7084,2020-08-01,White,750
7086,2020-08-02,Black,1171
7088,2020-08-02,Latinx,766
7089,2020-08-02,White,750
7091,2020-08-03,Black,1171
7093,2020-08-03,Latinx,766
7094,2020-08-03,White,751
7096,2020-08-04,Black,1168
7098,2020-08-04,Latinx,768
7099,2020-08-04,White,749
7101,2020-08-05,Black,1173
7103,2020-08-05,Latinx,768
7104,2020-08-05,White,759
7106,2020-08-06,Black,1160
7108,2020-08-06,Latinx,767
7109,2020-08-06,White,750
7111,2020-08-07,Black,1158
7113,2020-08-07,Latinx,762
7114,2020-08-07,White,750
7116,2020-08-08,Black,1157
7118,2020-08-08,Latinx,757
7119,2020-08-08,White,749
7121,2020-08-09,Black,1157
7123,2020-08-09,Latinx,757
7124,2020-08-09,White,750
7126,2020-08-10,Black,1157
7128,2020-08-10,Latinx,757
7129,2020-08-10,White,751
7131,2020-08-11,Black,1156
7133,2020-08-11,Latinx,750
7134,2020-08-11,White,751
7136,2020-08-12,Black,1159
7138,2020-08-12,Latinx,748
7139,2020-08-12,White,750
7141,2020-08-13,Black,1157
7143,2020-08-13,Latinx,748
7144,2020-08-13,White,746
7146,2020-08-14,Black,1160
7148,2020-08-14,Latinx,750
7149,2020-08-14,White,746
7151,2020-08-15,Black,1156
7153,2020-08-15,Latinx,754
7154,2020-08-15,White,748
7156,2020-08-16,Black,1154
7158,2020-08-16,Latinx,754
7159,2020-08-16,White,748
7161,2020-08-17,Black,1154
7163,2020-08-17,Latinx,753
7164,2020-08-17,White,748
7166,2020-08-18,Black,1158
7168,2020-08-18,Latinx,759
7169,2020-08-18,White,742
7171,2020-08-19,Black,1163
7173,2020-08-19,Latinx,759
7174,2020-08-19,White,743
7176,2020-08-20,Black,1187
7178,2020-08-20,Latinx,758
7179,2020-08-20,White,745
7181,2020-08-21,Black,1182
7183,2020-08-21,Latinx,754
7184,2020-08-21,White,752
7186,2020-08-22,Black,1184
7188,2020-08-22,Latinx,757
7189,2020-08-22,White,756
7191,2020-08-23,Black,1184
7193,2020-08-23,Latinx,757
7194,2020-08-23,White,758
7196,2020-08-24,Black,1184
7198,2020-08-24,Latinx,758
7199,2020-08-24,White,759
7201,2020-08-25,Black,1183
7203,2020-08-25,Latinx,751
7204,2020-08-25,White,761
7206,2020-08-26,Black,1186
7208,2020-08-26,Latinx,755
7209,2020-08-26,White,759
7211,2020-08-27,Black,1184
7213,2020-08-27,Latinx,758
7214,2020-08-27,White,761
7216,2020-08-28,Black,1192
7218,2020-08-28,Latinx,760
7219,2020-08-28,White,758
7221,2020-08-29,Black,1194
7223,2020-08-29,Latinx,756
7224,2020-08-29,White,756
7226,2020-08-30,Black,1194
7228,2020-08-30,Latinx,756
7229,2020-08-30,White,756
7231,2020-08-31,Black,1191
7233,2020-08-31,Latinx,756
7234,2020-08-31,White,756
7236,2020-09-01,Black,1195
7238,2020-09-01,Latinx,760
7239,2020-09-01,White,763
7241,2020-09-02,Black,1191
7243,2020-09-02,Latinx,761
7244,2020-09-02,White,767
7246,2020-09-03,Black,1190
7248,2020-09-03,Latinx,760
7249,2020-09-03,White,771
7251,2020-09-04,Black,1191
7253,2020-09-04,Latinx,762
7254,2020-09-04,White,769
7256,2020-09-05,Black,1193
7258,2020-09-05,Latinx,765
7259,2020-09-05,White,781
7261,2020-09-06,Black,1192
7263,2020-09-06,Latinx,765
7264,2020-09-06,White,781
7266,2020-09-07,Black,1192
7268,2020-09-07,Latinx,765
7269,2020-09-07,White,781
7271,2020-09-08,Black,1187
7273,2020-09-08,Latinx,760
7274,2020-09-08,White,777
7276,2020-09-09,Black,1206
7278,2020-09-09,Latinx,770
7279,2020-09-09,White,787
7281,2020-09-10,Black,1208
7283,2020-09-10,Latinx,769
7284,2020-09-10,White,787
7286,2020-09-11,Black,1208
7288,2020-09-11,Latinx,774
7289,2020-09-11,White,776
7291,2020-09-12,Black,1208
7293,2020-09-12,Latinx,779
7294,2020-09-12,White,779
7296,2020-09-13,Black,1211
7298,2020-09-13,Latinx,779
7299,2020-09-13,White,781
7301,2020-09-14,Black,1211
7303,2020-09-14,Latinx,778
7304,2020-09-14,White,781
7306,2020-09-15,Black,1213
7308,2020-09-15,Latinx,785
7309,2020-09-15,White,786
7311,2020-09-16,Black,1211
7313,2020-09-16,Latinx,786
7314,2020-09-16,White,785
7316,2020-09-17,Black,1204
7318,2020-09-17,Latinx,787
7319,2020-09-17,White,785
7321,2020-09-18,Black,1202
7323,2020-09-18,Latinx,780
7324,2020-09-18,White,774
7326,2020-09-19,Black,1202
7328,2020-09-19,Latinx,786
7329,2020-09-19,White,772
7331,2020-09-20,Black,1201
7333,2020-09-20,Latinx,786
7334,2020-09-20,White,773
